time,rlat,rlon,dd,ff,hs,projection_ob_tran,thq,tp
2016-01-01 00:00:00,-7.110000133514404,21.699996948242188,200.3968,2.2577066,1.5852742,-2147483647,64.801796,11.167721
2016-01-01 01:00:00,-7.110000133514404,21.699996948242188,250.76053,2.0865278,1.516422,-2147483647,65.2294,11.167721
2016-01-01 02:00:00,-7.110000133514404,21.699996948242188,267.7536,3.7406378,1.4426668,-2147483647,65.67546,11.167721
2016-01-01 03:00:00,-7.110000133514404,21.699996948242188,296.2554,5.5393124,1.3739139,-2147483647,65.99078,11.167721
2016-01-01 04:00:00,-7.110000133514404,21.699996948242188,345.88202,6.6324215,1.3173689,-2147483647,65.82786,11.167721
2016-01-01 05:00:00,-7.110000133514404,21.699996948242188,289.36658,5.5499697,1.2573216,-2147483647,65.93075,11.167721
2016-01-01 06:00:00,-7.110000133514404,21.699996948242188,286.25394,6.6127377,1.1957241,-2147483647,66.08587,11.167721
2016-01-01 07:00:00,-7.110000133514404,21.699996948242188,286.76437,7.918464,1.135533,-2147483647,66.07334,11.167721
2016-01-01 08:00:00,-7.110000133514404,21.699996948242188,286.61298,9.004201,1.085052,-2147483647,65.24994,11.167721
2016-01-01 09:00:00,-7.110000133514404,21.699996948242188,291.07486,10.086545,1.0476238,-2147483647,62.561768,11.167721
2016-01-01 10:00:00,-7.110000133514404,21.699996948242188,289.29477,10.486548,1.0282125,-2147483647,57.20568,11.167721
2016-01-01 11:00:00,-7.110000133514404,21.699996948242188,288.78983,12.24672,1.0437027,-2147483647,46.56159,11.167721
2016-01-01 12:00:00,-7.110000133514404,21.699996948242188,291.77347,13.772518,1.1071998,-2147483647,26.113941,11.167721
2016-01-01 13:00:00,-7.110000133514404,21.699996948242188,293.71088,14.301903,1.2119321,-2147483647,0.14186414,11.167721
2016-01-01 14:00:00,-7.110000133514404,21.699996948242188,299.88815,13.858747,1.2283925,-2147483647,352.36963,11.167721
2016-01-01 15:00:00,-7.110000133514404,21.699996948242188,304.6874,13.906018,1.2436835,-2147483647,350.09476,11.167721
2016-01-01 16:00:00,-7.110000133514404,21.699996948242188,305.61935,12.835205,1.16689,-2147483647,355.297,11.167721
2016-01-01 17:00:00,-7.110000133514404,21.699996948242188,307.06223,14.426618,1.2304413,-2147483647,349.0038,11.167721
2016-01-01 18:00:00,-7.110000133514404,21.699996948242188,304.61502,15.326071,1.3317536,-2147483647,342.20074,4.305639
2016-01-01 19:00:00,-7.110000133514404,21.699996948242188,304.3329,16.280066,1.4332665,-2147483647,338.14664,4.7362027
2016-01-01 20:00:00,-7.110000133514404,21.699996948242188,301.72937,15.259935,1.392964,-2147483647,338.0175,5.209823
2016-01-01 21:00:00,-7.110000133514404,21.699996948242188,302.43686,14.70005,1.3384094,-2147483647,339.86014,4.7362027
2016-01-01 22:00:00,-7.110000133514404,21.699996948242188,300.75073,13.846989,1.2720401,-2147483647,343.7327,11.167721
2016-01-01 23:00:00,-7.110000133514404,21.699996948242188,297.7021,13.745302,1.2400908,-2147483647,346.88528,11.167721
2016-01-02 00:00:00,-7.110000133514404,21.699996948242188,297.69528,13.516364,1.2331203,-2147483647,350.93436,11.167721
2016-01-02 01:00:00,-7.110000133514404,21.699996948242188,298.78952,13.429286,1.2390385,-2147483647,355.02686,11.167721
2016-01-02 02:00:00,-7.110000133514404,21.699996948242188,302.04608,11.889944,1.1445991,-2147483647,9.377307,11.167721
2016-01-02 03:00:00,-7.110000133514404,21.699996948242188,303.97885,11.326344,1.0652106,-2147483647,23.465809,11.167721
2016-01-02 04:00:00,-7.110000133514404,21.699996948242188,292.77878,11.2728815,1.0362756,-2147483647,32.26244,11.167721
2016-01-02 05:00:00,-7.110000133514404,21.699996948242188,297.14648,12.620522,1.0948635,-2147483647,30.658161,11.167721
2016-01-02 06:00:00,-7.110000133514404,21.699996948242188,289.40625,8.459907,1.0706115,-2147483647,41.015476,11.167721
2016-01-02 07:00:00,-7.110000133514404,21.699996948242188,296.68015,7.9069796,1.0651126,-2147483647,49.726772,11.167721
2016-01-02 08:00:00,-7.110000133514404,21.699996948242188,291.93665,6.2144136,1.0995824,-2147483647,53.309227,11.167721
2016-01-02 09:00:00,-7.110000133514404,21.699996948242188,273.0427,4.6923914,1.1323416,-2147483647,55.455517,11.167721
2016-01-02 10:00:00,-7.110000133514404,21.699996948242188,279.5088,3.9968088,1.1533563,-2147483647,56.637447,11.167721
2016-01-02 11:00:00,-7.110000133514404,21.699996948242188,272.2637,2.6032841,1.1603162,-2147483647,57.402218,11.167721
2016-01-02 12:00:00,-7.110000133514404,21.699996948242188,61.64844,2.0,1.160491,-2147483647,58.155617,11.167721
2016-01-02 13:00:00,-7.110000133514404,21.699996948242188,111.58752,5.729624,1.1665719,-2147483647,59.140118,11.167721
2016-01-02 14:00:00,-7.110000133514404,21.699996948242188,117.26909,6.8993773,1.1882482,-2147483647,60.39428,11.167721
2016-01-02 15:00:00,-7.110000133514404,21.699996948242188,111.28977,6.798003,1.2261555,-2147483647,61.7791,13.512942
2016-01-02 16:00:00,-7.110000133514404,21.699996948242188,103.7887,8.478952,1.2751784,-2147483647,62.559086,13.512942
2016-01-02 17:00:00,-7.110000133514404,21.699996948242188,105.95059,7.28243,1.3519654,-2147483647,62.379314,11.167721
2016-01-02 18:00:00,-7.110000133514404,21.699996948242188,99.00082,8.243161,1.4691232,-2147483647,61.896076,11.167721
2016-01-02 19:00:00,-7.110000133514404,21.699996948242188,103.32609,8.480425,1.5993809,-2147483647,62.17556,11.167721
2016-01-02 20:00:00,-7.110000133514404,21.699996948242188,98.471695,11.143748,1.7178185,-2147483647,63.27599,11.167721
2016-01-02 21:00:00,-7.110000133514404,21.699996948242188,93.77466,10.9281025,1.7274367,-2147483647,64.01384,11.167721
2016-01-02 22:00:00,-7.110000133514404,21.699996948242188,93.043686,10.241421,1.6693711,-2147483647,64.37063,11.167721
2016-01-02 23:00:00,-7.110000133514404,21.699996948242188,83.422844,11.0774975,1.620924,-2147483647,64.49499,9.229521
2016-01-03 00:00:00,-7.110000133514404,21.699996948242188,75.38841,10.431616,1.5385035,-2147483647,63.728474,9.229521
2016-01-03 01:00:00,-7.110000133514404,21.699996948242188,69.22235,7.847514,1.3875669,-2147483647,62.541588,9.229521
2016-01-03 02:00:00,-7.110000133514404,21.699996948242188,41.997997,6.614673,1.2400614,-2147483647,61.12069,9.229521
2016-01-03 03:00:00,-7.110000133514404,21.699996948242188,354.32858,7.12177,1.129173,-2147483647,59.66581,9.229521
2016-01-03 04:00:00,-7.110000133514404,21.699996948242188,309.4138,7.97261,1.0297948,-2147483647,59.18,9.229521
2016-01-03 05:00:00,-7.110000133514404,21.699996948242188,302.4826,8.4376335,0.9563684,-2147483647,58.109886,11.167721
2016-01-03 06:00:00,-7.110000133514404,21.699996948242188,311.27817,8.753733,0.9203885,-2147483647,54.88356,11.167721
2016-01-03 07:00:00,-7.110000133514404,21.699996948242188,306.70798,9.514826,0.90855396,-2147483647,50.240875,11.167721
2016-01-03 08:00:00,-7.110000133514404,21.699996948242188,311.3245,10.629766,0.92857367,-2147483647,42.174572,11.167721
2016-01-03 09:00:00,-7.110000133514404,21.699996948242188,322.04535,8.942345,0.93423367,-2147483647,41.66557,7.627703
2016-01-03 10:00:00,-7.110000133514404,21.699996948242188,17.667622,9.624762,0.9970724,-2147483647,47.581917,7.627703
2016-01-03 11:00:00,-7.110000133514404,21.699996948242188,48.79023,6.8319473,1.0910294,-2147483647,53.67811,9.229521
2016-01-03 12:00:00,-7.110000133514404,21.699996948242188,56.51547,7.8417263,1.1868052,-2147483647,56.78744,9.229521
2016-01-03 13:00:00,-7.110000133514404,21.699996948242188,60.42883,8.181796,1.282539,-2147483647,57.75619,9.229521
2016-01-03 14:00:00,-7.110000133514404,21.699996948242188,54.399517,8.105238,1.3480422,-2147483647,57.799835,9.229521
2016-01-03 15:00:00,-7.110000133514404,21.699996948242188,50.763298,7.5769877,1.3727146,-2147483647,57.92963,9.229521
2016-01-03 16:00:00,-7.110000133514404,21.699996948242188,51.03574,8.425802,1.4090316,-2147483647,58.157158,11.167721
2016-01-03 17:00:00,-7.110000133514404,21.699996948242188,54.851486,8.216618,1.4466408,-2147483647,58.662876,11.167721
2016-01-03 18:00:00,-7.110000133514404,21.699996948242188,51.82705,8.8784,1.4969527,-2147483647,58.924572,11.167721
2016-01-03 19:00:00,-7.110000133514404,21.699996948242188,35.06927,9.188587,1.5555617,-2147483647,58.47712,11.167721
2016-01-03 20:00:00,-7.110000133514404,21.699996948242188,20.644337,9.802046,1.6171095,-2147483647,57.903576,11.167721
2016-01-03 21:00:00,-7.110000133514404,21.699996948242188,19.85268,8.565612,1.6982385,-2147483647,58.158684,11.167721
2016-01-03 22:00:00,-7.110000133514404,21.699996948242188,37.891155,10.12895,1.8449476,-2147483647,58.6035,11.167721
2016-01-03 23:00:00,-7.110000133514404,21.699996948242188,41.50829,10.287419,1.9074377,-2147483647,59.44597,11.167721
2016-01-04 00:00:00,-7.110000133514404,21.699996948242188,52.580082,10.806885,1.9801805,-2147483647,60.5975,11.167721
2016-01-04 01:00:00,-7.110000133514404,21.699996948242188,45.932365,11.659322,2.0840921,-2147483647,60.898903,11.167721
2016-01-04 02:00:00,-7.110000133514404,21.699996948242188,44.751175,11.095452,2.1809752,-2147483647,61.29148,11.167721
2016-01-04 03:00:00,-7.110000133514404,21.699996948242188,57.561127,10.198553,2.2058263,-2147483647,62.35468,13.512942
2016-01-04 04:00:00,-7.110000133514404,21.699996948242188,45.33336,9.694693,2.232358,-2147483647,62.629303,13.512942
2016-01-04 05:00:00,-7.110000133514404,21.699996948242188,35.599995,9.407643,2.216128,-2147483647,62.866917,13.512942
2016-01-04 06:00:00,-7.110000133514404,21.699996948242188,54.342808,9.3148575,2.2046995,-2147483647,63.605537,13.512942
2016-01-04 07:00:00,-7.110000133514404,21.699996948242188,62.753365,9.005339,2.1922908,-2147483647,64.332016,13.512942
2016-01-04 08:00:00,-7.110000133514404,21.699996948242188,54.369465,7.91713,2.1336725,-2147483647,64.92259,13.512942
2016-01-04 09:00:00,-7.110000133514404,21.699996948242188,69.591324,7.8356767,2.0862038,-2147483647,65.29183,13.512942
2016-01-04 10:00:00,-7.110000133514404,21.699996948242188,61.881332,9.817033,2.0910494,-2147483647,65.28661,13.512942
2016-01-04 11:00:00,-7.110000133514404,21.699996948242188,56.569317,8.798017,2.1012108,-2147483647,65.07452,13.512942
2016-01-04 12:00:00,-7.110000133514404,21.699996948242188,67.5567,9.544608,2.0927536,-2147483647,64.98789,13.512942
2016-01-04 13:00:00,-7.110000133514404,21.699996948242188,60.66428,8.209467,2.0363243,-2147483647,64.98126,13.512942
2016-01-04 14:00:00,-7.110000133514404,21.699996948242188,52.56704,7.089057,1.9405652,-2147483647,65.254456,13.512942
2016-01-04 15:00:00,-7.110000133514404,21.699996948242188,35.57676,5.8944845,1.8510964,-2147483647,65.534874,13.512942
2016-01-04 16:00:00,-7.110000133514404,21.699996948242188,26.251179,8.699033,1.8135575,-2147483647,64.774796,13.512942
