time,rlat,rlon,dd,ff,hs,projection_ob_tran,thq,tp
2020-01-01 00:00:00,-7.110000133514404,21.699996948242188,294.8877,5.9607368,0.45784605,-2147483647,55.650627,9.229521
2020-01-01 01:00:00,-7.110000133514404,21.699996948242188,289.72174,5.314966,0.44987053,-2147483647,57.57969,9.229521
2020-01-01 02:00:00,-7.110000133514404,21.699996948242188,281.96478,5.065961,0.44162303,-2147483647,59.771122,9.229521
2020-01-01 03:00:00,-7.110000133514404,21.699996948242188,273.47296,4.351853,0.4348661,-2147483647,61.541218,9.229521
2020-01-01 04:00:00,-7.110000133514404,21.699996948242188,271.2842,3.578572,0.42952976,-2147483647,62.95944,9.229521
2020-01-01 05:00:00,-7.110000133514404,21.699996948242188,254.0464,3.5011706,0.4261959,-2147483647,63.866867,9.229521
2020-01-01 06:00:00,-7.110000133514404,21.699996948242188,258.98755,3.1599135,0.42365786,-2147483647,64.314865,9.229521
2020-01-01 07:00:00,-7.110000133514404,21.699996948242188,283.84158,3.2883925,0.42093852,-2147483647,64.46883,9.229521
2020-01-01 08:00:00,-7.110000133514404,21.699996948242188,293.4223,4.221603,0.4179468,-2147483647,64.45243,9.229521
2020-01-01 09:00:00,-7.110000133514404,21.699996948242188,300.6228,4.4947095,0.41573697,-2147483647,64.1302,9.229521
2020-01-01 10:00:00,-7.110000133514404,21.699996948242188,291.16876,4.5222416,0.4153378,-2147483647,63.280666,9.229521
2020-01-01 11:00:00,-7.110000133514404,21.699996948242188,293.01553,4.711506,0.41206497,-2147483647,62.90037,9.229521
2020-01-01 12:00:00,-7.110000133514404,21.699996948242188,295.86078,5.262927,0.4077061,-2147483647,62.74608,9.229521
2020-01-01 13:00:00,-7.110000133514404,21.699996948242188,295.27036,5.442593,0.40657923,-2147483647,61.977974,9.229521
2020-01-01 14:00:00,-7.110000133514404,21.699996948242188,311.13773,4.487538,0.4061684,-2147483647,60.930023,9.229521
2020-01-01 15:00:00,-7.110000133514404,21.699996948242188,321.13602,4.181494,0.40131366,-2147483647,60.975586,9.229521
2020-01-01 16:00:00,-7.110000133514404,21.699996948242188,309.9776,4.6701555,0.39332634,-2147483647,62.08944,9.229521
2020-01-01 17:00:00,-7.110000133514404,21.699996948242188,304.23123,3.2176318,0.38324043,-2147483647,63.361164,9.229521
2020-01-01 18:00:00,-7.110000133514404,21.699996948242188,302.60516,2.7180247,0.3737137,-2147483647,64.4935,9.229521
2020-01-01 19:00:00,-7.110000133514404,21.699996948242188,305.61548,2.8015637,0.36727792,-2147483647,65.14426,9.229521
