time,rlat,rlon,dd,ff,hs,projection_ob_tran,thq,tp
2011-01-01 00:00:00,-7.110000133514404,21.699996948242188,164.1532,2.0,0.32703024,-2147483647,61.155704,9.229521
2011-01-01 01:00:00,-7.110000133514404,21.699996948242188,174.82684,2.396804,0.34374943,-2147483647,61.777897,16.350662
2011-01-01 02:00:00,-7.110000133514404,21.699996948242188,165.4915,2.0,0.35914367,-2147483647,62.512173,16.350662
2011-01-01 03:00:00,-7.110000133514404,21.699996948242188,159.1873,2.151778,0.36971006,-2147483647,63.10141,16.350662
2011-01-01 04:00:00,-7.110000133514404,21.699996948242188,166.97742,2.7296376,0.3764504,-2147483647,63.347168,16.350662
2011-01-01 05:00:00,-7.110000133514404,21.699996948242188,161.39476,2.0381672,0.38405555,-2147483647,63.28884,14.864239
2011-01-01 06:00:00,-7.110000133514404,21.699996948242188,169.35255,2.112006,0.3892261,-2147483647,63.287334,13.512942
2011-01-01 07:00:00,-7.110000133514404,21.699996948242188,169.3548,2.2678046,0.38576078,-2147483647,63.59289,13.512942
2011-01-01 08:00:00,-7.110000133514404,21.699996948242188,145.40572,2.1610465,0.37530777,-2147483647,64.13279,13.512942
2011-01-01 09:00:00,-7.110000133514404,21.699996948242188,142.45714,2.2851067,0.36231408,-2147483647,64.76268,13.512942
2011-01-01 10:00:00,-7.110000133514404,21.699996948242188,164.68922,2.0,0.3495654,-2147483647,65.44244,13.512942
2011-01-01 11:00:00,-7.110000133514404,21.699996948242188,151.4322,2.1503618,0.33858752,-2147483647,66.0376,11.167721
2011-01-01 12:00:00,-7.110000133514404,21.699996948242188,146.17691,2.680931,0.33024022,-2147483647,66.52274,11.167721
2011-01-01 13:00:00,-7.110000133514404,21.699996948242188,147.75415,3.4533243,0.324461,-2147483647,66.93332,9.229521
2011-01-01 14:00:00,-7.110000133514404,21.699996948242188,137.05415,3.2962422,0.32047313,-2147483647,67.24062,9.229521
2011-01-01 15:00:00,-7.110000133514404,21.699996948242188,138.64194,3.4190543,0.3178111,-2147483647,67.467064,9.229521
2011-01-01 16:00:00,-7.110000133514404,21.699996948242188,146.17996,3.9333138,0.3157895,-2147483647,67.62176,9.229521
2011-01-01 17:00:00,-7.110000133514404,21.699996948242188,159.2468,4.1952844,0.31388086,-2147483647,67.693085,9.229521
2011-01-01 18:00:00,-7.110000133514404,21.699996948242188,168.23758,3.7569036,0.31265745,-2147483647,67.639366,16.350662
2011-01-01 19:00:00,-7.110000133514404,21.699996948242188,166.54271,3.3744419,0.31280354,-2147483647,67.49824,16.350662
2011-01-01 20:00:00,-7.110000133514404,21.699996948242188,166.28233,3.952804,0.314182,-2147483647,67.36463,16.350662
2011-01-01 21:00:00,-7.110000133514404,21.699996948242188,179.7184,3.6042702,0.31541246,-2147483647,67.26894,16.350662
2011-01-01 22:00:00,-7.110000133514404,21.699996948242188,150.52821,2.496712,0.31586596,-2147483647,67.245766,16.350662
2011-01-01 23:00:00,-7.110000133514404,21.699996948242188,167.14554,2.3750281,0.31593135,-2147483647,67.3059,16.350662
2011-01-02 00:00:00,-7.110000133514404,21.699996948242188,269.79535,6.9564614,0.3167127,-2147483647,67.298294,16.350662
2011-01-02 01:00:00,-7.110000133514404,21.699996948242188,272.84244,7.6077633,0.32042634,-2147483647,67.16593,16.350662
2011-01-02 02:00:00,-7.110000133514404,21.699996948242188,273.19897,7.270474,0.36521703,-2147483647,60.43997,16.350662
2011-01-02 03:00:00,-7.110000133514404,21.699996948242188,271.85184,6.759717,0.37992045,-2147483647,52.561226,16.350662
2011-01-02 04:00:00,-7.110000133514404,21.699996948242188,268.32986,7.348466,0.37639207,-2147483647,52.261234,16.350662
2011-01-02 05:00:00,-7.110000133514404,21.699996948242188,270.0783,6.9116564,0.37917513,-2147483647,50.455406,16.350662
2011-01-02 06:00:00,-7.110000133514404,21.699996948242188,274.24683,5.7904387,0.35633492,-2147483647,55.587524,16.350662
2011-01-02 07:00:00,-7.110000133514404,21.699996948242188,274.52066,4.896014,0.33149537,-2147483647,59.97912,16.350662
2011-01-02 08:00:00,-7.110000133514404,21.699996948242188,273.90732,5.4184065,0.32075018,-2147483647,60.756893,13.512942
2011-01-02 09:00:00,-7.110000133514404,21.699996948242188,273.51184,6.080822,0.31776136,-2147483647,60.310806,13.512942
2011-01-02 10:00:00,-7.110000133514404,21.699996948242188,265.47073,5.071391,0.31071115,-2147483647,61.27855,13.512942
