time,rlat,rlon,dd,ff,hs,projection_ob_tran,thq,tp
2018-01-01 00:00:00,-7.110000133514404,21.699996948242188,81.06125,12.674469,2.1453009,-2147483647,63.94559,11.167721
2018-01-01 01:00:00,-7.110000133514404,21.699996948242188,81.96499,14.14201,2.2181666,-2147483647,63.71179,11.167721
2018-01-01 02:00:00,-7.110000133514404,21.699996948242188,76.65542,12.507943,2.2512794,-2147483647,63.410725,11.167721
2018-01-01 03:00:00,-7.110000133514404,21.699996948242188,76.426575,12.499345,2.2707984,-2147483647,63.012398,11.167721
2018-01-01 04:00:00,-7.110000133514404,21.699996948242188,59.596237,12.05713,2.248446,-2147483647,61.990883,11.167721
2018-01-01 05:00:00,-7.110000133514404,21.699996948242188,56.169254,9.874114,2.150759,-2147483647,61.89205,11.167721
2018-01-01 06:00:00,-7.110000133514404,21.699996948242188,52.59895,10.94444,2.109603,-2147483647,61.963123,11.167721
2018-01-01 07:00:00,-7.110000133514404,21.699996948242188,63.687744,11.613677,2.099238,-2147483647,62.48014,13.512942
2018-01-01 08:00:00,-7.110000133514404,21.699996948242188,77.37284,12.669809,2.0859077,-2147483647,63.846355,13.512942
2018-01-01 09:00:00,-7.110000133514404,21.699996948242188,136.51146,6.7154164,1.9774303,-2147483647,64.81032,13.512942
2018-01-01 10:00:00,-7.110000133514404,21.699996948242188,97.475494,8.618477,1.863414,-2147483647,66.01618,13.512942
2018-01-01 11:00:00,-7.110000133514404,21.699996948242188,116.37727,9.989808,1.7857391,-2147483647,66.896675,11.167721
2018-01-01 12:00:00,-7.110000133514404,21.699996948242188,113.964806,9.6772375,1.7032026,-2147483647,68.05341,13.512942
2018-01-01 13:00:00,-7.110000133514404,21.699996948242188,104.06353,11.433177,1.6758742,-2147483647,69.340744,13.512942
2018-01-01 14:00:00,-7.110000133514404,21.699996948242188,101.39928,12.054362,1.7001268,-2147483647,69.77107,13.512942
2018-01-01 15:00:00,-7.110000133514404,21.699996948242188,99.90627,12.7936325,1.7713238,-2147483647,69.792366,11.167721
2018-01-01 16:00:00,-7.110000133514404,21.699996948242188,111.68182,13.321434,1.7998801,-2147483647,69.8264,11.167721
2018-01-01 17:00:00,-7.110000133514404,21.699996948242188,109.28744,12.318235,1.7749132,-2147483647,69.28314,11.167721
2018-01-01 18:00:00,-7.110000133514404,21.699996948242188,112.477875,12.932266,1.772716,-2147483647,68.80016,11.167721
2018-01-01 19:00:00,-7.110000133514404,21.699996948242188,119.61009,11.616151,1.724566,-2147483647,68.12038,11.167721
2018-01-01 20:00:00,-7.110000133514404,21.699996948242188,113.85022,9.464671,1.672352,-2147483647,67.840645,11.167721
