time,rlat,rlon,hs,projection_ob_tran,tp
2018-01-01 00:00:00,-7.409999847412109,21.30999755859375,3.8578649,-2147483647,12.284493
2018-01-01 01:00:00,-7.409999847412109,21.30999755859375,3.8985212,-2147483647,12.284493
2018-01-01 02:00:00,-7.409999847412109,21.30999755859375,3.887461,-2147483647,12.284493
2018-01-01 03:00:00,-7.409999847412109,21.30999755859375,3.85128,-2147483647,12.284493
2018-01-01 04:00:00,-7.409999847412109,21.30999755859375,3.813088,-2147483647,12.284493
2018-01-01 05:00:00,-7.409999847412109,21.30999755859375,3.787082,-2147483647,12.284493
2018-01-01 06:00:00,-7.409999847412109,21.30999755859375,3.7839649,-2147483647,12.284493
2018-01-01 07:00:00,-7.409999847412109,21.30999755859375,3.79917,-2147483647,12.284493
2018-01-01 08:00:00,-7.409999847412109,21.30999755859375,3.7286408,-2147483647,12.284493
2018-01-01 09:00:00,-7.409999847412109,21.30999755859375,3.5859003,-2147483647,12.284493
2018-01-01 10:00:00,-7.409999847412109,21.30999755859375,3.5234222,-2147483647,12.284493
2018-01-01 11:00:00,-7.409999847412109,21.30999755859375,3.4160655,-2147483647,12.284493
2018-01-01 12:00:00,-7.409999847412109,21.30999755859375,3.348886,-2147483647,12.284493
2018-01-01 13:00:00,-7.409999847412109,21.30999755859375,3.3688178,-2147483647,12.284493
2018-01-01 14:00:00,-7.409999847412109,21.30999755859375,3.3910396,-2147483647,12.284493
2018-01-01 15:00:00,-7.409999847412109,21.30999755859375,3.4147263,-2147483647,12.284493
2018-01-01 16:00:00,-7.409999847412109,21.30999755859375,3.3914008,-2147483647,12.284493
2018-01-01 17:00:00,-7.409999847412109,21.30999755859375,3.3611653,-2147483647,12.284493
2018-01-01 18:00:00,-7.409999847412109,21.30999755859375,3.3533723,-2147483647,11.167721
2018-01-01 19:00:00,-7.409999847412109,21.30999755859375,3.3174298,-2147483647,10.152473
2018-01-01 20:00:00,-7.409999847412109,21.30999755859375,3.2232413,-2147483647,10.152473
2018-01-01 21:00:00,-7.409999847412109,21.30999755859375,3.0916874,-2147483647,11.167721
2018-01-01 22:00:00,-7.409999847412109,21.30999755859375,2.9854689,-2147483647,11.167721
2018-01-01 23:00:00,-7.409999847412109,21.30999755859375,2.850334,-2147483647,11.167721
2018-01-02 00:00:00,-7.409999847412109,21.30999755859375,2.6926386,-2147483647,12.284493
2018-01-02 01:00:00,-7.409999847412109,21.30999755859375,2.5543413,-2147483647,12.284493
2018-01-02 02:00:00,-7.409999847412109,21.30999755859375,2.4235475,-2147483647,12.284493
2018-01-02 03:00:00,-7.409999847412109,21.30999755859375,2.3085814,-2147483647,12.284493
2018-01-02 04:00:00,-7.409999847412109,21.30999755859375,2.2175148,-2147483647,12.284493
2018-01-02 05:00:00,-7.409999847412109,21.30999755859375,2.137439,-2147483647,12.284493
2018-01-02 06:00:00,-7.409999847412109,21.30999755859375,2.0715654,-2147483647,12.284493
2018-01-02 07:00:00,-7.409999847412109,21.30999755859375,2.0307167,-2147483647,12.284493
2018-01-02 08:00:00,-7.409999847412109,21.30999755859375,2.0399358,-2147483647,12.284493
2018-01-02 09:00:00,-7.409999847412109,21.30999755859375,2.1080606,-2147483647,12.284493
2018-01-02 10:00:00,-7.409999847412109,21.30999755859375,2.2644863,-2147483647,12.284493
2018-01-02 11:00:00,-7.409999847412109,21.30999755859375,2.4078088,-2147483647,12.284493
2018-01-02 12:00:00,-7.409999847412109,21.30999755859375,2.4898138,-2147483647,12.284493
2018-01-02 13:00:00,-7.409999847412109,21.30999755859375,2.44724,-2147483647,12.284493
2018-01-02 14:00:00,-7.409999847412109,21.30999755859375,2.3743849,-2147483647,7.627703
2018-01-02 15:00:00,-7.409999847412109,21.30999755859375,2.3139644,-2147483647,7.627703
2018-01-02 16:00:00,-7.409999847412109,21.30999755859375,2.2688391,-2147483647,7.627703
2018-01-02 17:00:00,-7.409999847412109,21.30999755859375,2.3417416,-2147483647,7.627703
2018-01-02 18:00:00,-7.409999847412109,21.30999755859375,2.585956,-2147483647,7.627703
2018-01-02 19:00:00,-7.409999847412109,21.30999755859375,2.9438279,-2147483647,7.627703
2018-01-02 20:00:00,-7.409999847412109,21.30999755859375,3.2266328,-2147483647,7.627703
2018-01-02 21:00:00,-7.409999847412109,21.30999755859375,3.3471258,-2147483647,8.390474
2018-01-02 22:00:00,-7.409999847412109,21.30999755859375,3.5020833,-2147483647,9.229521
2018-01-02 23:00:00,-7.409999847412109,21.30999755859375,3.8022168,-2147483647,9.229521
2018-01-03 00:00:00,-7.409999847412109,21.30999755859375,4.1469226,-2147483647,9.229521
2018-01-03 01:00:00,-7.409999847412109,21.30999755859375,4.562738,-2147483647,10.152473
2018-01-03 02:00:00,-7.409999847412109,21.30999755859375,4.8834624,-2147483647,11.167721
2018-01-03 03:00:00,-7.409999847412109,21.30999755859375,5.4160147,-2147483647,11.167721
2018-01-03 04:00:00,-7.409999847412109,21.30999755859375,5.4742756,-2147483647,11.167721
2018-01-03 05:00:00,-7.409999847412109,21.30999755859375,5.451546,-2147483647,12.284493
2018-01-03 06:00:00,-7.409999847412109,21.30999755859375,5.4895654,-2147483647,12.284493
2018-01-03 07:00:00,-7.409999847412109,21.30999755859375,5.520857,-2147483647,12.284493
2018-01-03 08:00:00,-7.409999847412109,21.30999755859375,5.5482287,-2147483647,12.284493
2018-01-03 09:00:00,-7.409999847412109,21.30999755859375,5.733245,-2147483647,12.284493
2018-01-03 10:00:00,-7.409999847412109,21.30999755859375,5.8194013,-2147483647,12.284493
2018-01-03 11:00:00,-7.409999847412109,21.30999755859375,5.8922606,-2147483647,12.284493
2018-01-03 12:00:00,-7.409999847412109,21.30999755859375,5.833904,-2147483647,12.284493
2018-01-03 13:00:00,-7.409999847412109,21.30999755859375,5.6045537,-2147483647,12.284493
